,budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,director_name,actor_1_name,actor_2_name,actor_3_name,imdb_id
1065,45000000,Comedy|Drama|Romance,,10478,lover (female)|golf|man-woman relation|sport,en,Tin Cup,A washed up golf pro working at a driving range tries to qualify for the US Open in order to win the heart of his succesful rival's girlfriend.,10.731574,Regency Enterprises,United States of America,1996,53854588,135,English,Released,Golf Pro. Love Amateur.,Tin Cup,5.9,150,Ron Shelton,Don Johnson,Cheech Marin,George Perez,tt0117918
1066,0,Comedy|Drama|Family,,27983,nurse|widow|children|parent,en,"Yours, Mine and Ours","When a widower with 10 children marries a widow with 8, can the 20 of them ever come together as one big happy family?",2.094151,Desilu Productions,United States of America,1968,0,111,English,Released,Their wedding night set new attendence records,"Yours, Mine and Ours",6.2,26,Melville Shavelson,Henry Fonda,Van Johnson,Tom Bosley,tt0063829
1067,45000000,Romance|Comedy|Family,,9981,father son relationship|sport,en,Kicking & Screaming,"Phil Weston has been unathletic his entire life. In college he failed at every sport that he tried out for. It looks like his 10-year old son, Sam, is following in his footsteps. But with becoming the coach of The Soccers, an already successful soccer team, everything changes.",8.99269,Universal Pictures,United States of America,2005,56070433,95,English,Released,One man could lead this team to glory. . . That man was busy,Kicking & Screaming,5.6,176,Jesse Dylan,Robert Duvall,Kate Walsh,Musetta Vander,tt0384642
1068,50000000,Adventure|Comedy|Family|Science Fiction,,7453,bureaucracy|england|dolphin|android|based on novel|chase|space travel|galaxy|spaceship|alien|stop motion|survival|hitchhike|robot|alien invasion,en,The Hitchhiker's Guide to the Galaxy,"Mere seconds before the Earth is to be demolished by an alien construction crew, Arthur Dent is swept off the planet by his friend Ford Prefect, a researcher penning a new edition of ""The Hitchhiker's Guide to the Galaxy.""",51.742065,Spyglass Entertainment,United States of America,2005,104478416,109,English,Released,Don't leave Earth without it.,The Hitchhiker's Guide to the Galaxy,6.6,1315,Garth Jennings,Zooey Deschanel,Sam Rockwell,Yasiin Bey,tt0371724
1069,0,Comedy|Drama|Family,,15045,,en,Fat Albert,"An obese boy named Fat Albert and his friends Rudy, Mushmouth, Bill, Dumb Donald, Russell, and Weird Harold, pulls into trouble when they ""fall"" out of their TV world into the real world, where Fat Albert tries to help a young girl, Doris, make friends.",7.157635,Twentieth Century Fox Film Corporation,United States of America,2004,0,93,English,Released,,Fat Albert,4.3,69,Joel Zwick,Shedrack Anderson III,Jermaine Williams,Keith Robinson,tt0396592
1070,45000000,Horror|Action|Science Fiction,http://www.sonypictures.com/movies/residentevilextinction/index.html,7737,clone|mutant|post-apocalyptic|dystopia|conspiracy|evil corporation|zombie|based on video game,en,Resident Evil: Extinction,"Years after the Racoon City catastrophe, survivors travel across the Nevada desert, hoping to make it to Alaska. Alice joins the caravan and their fight against hordes of zombies and the evil Umbrella Corp.",12.06538,Impact Pictures,Australia,2007,148412065,94,English,Released,The Extinction Is Coming...,Resident Evil: Extinction,6.1,1292,Russell Mulcahy,Oded Fehr,Ali Larter,Iain Glen,tt0432021
1071,40000000,Comedy,,232672,africa|blind date|relationship|family vacation|family,en,Blended,"After a bad blind date, a man and woman find themselves stuck together at a resort for families, where their attractions grows as their respective kids benefit from the burgeoning relationship.",44.120328,Happy Madison Productions,United States of America,2014,123494610,117,English,Released,"Single Dad, No Clue. Single Mum, Flying Solo.",Blended,6.6,1006,Frank Coraci,Adam Sandler,Wendi McLendon-Covey,Bella Thorne,tt1086772
1072,45000000,Adventure|Comedy|Drama,,17379,,en,Last Holiday,"After she's diagnosed with a terminal illness, a shy woman decides to take a European vacation.",6.156015,Paramount Pictures,United States of America,2006,38399961,112,English,Released,She always thought she was somebody special... and she was.,Last Holiday,6.4,119,Wayne Wang,LL Cool J,Timothy Hutton,Giancarlo Esposito,tt0408985
1073,45000000,Action|Adventure|Crime|Thriller,,8987,river|robber|boston|bank robber|marriage crisis|hostage-taking|criminal,en,The River Wild,"While on a family vacation,  rafting expert Gail takes on a pair of armed killers while navigating a spectacularly violent river.",12.362876,Universal Pictures,United States of America,1994,0,111,English,Released,The vacation is over,The River Wild,6.1,210,Curtis Hanson,David Strathairn,Kevin Bacon,Benjamin Bratt,tt0110997
1074,45000000,Adventure|Family|Fantasy,,11359,game|puppet|parallel world|toy comes to life,en,The Indian in the Cupboard,A nine-year-old boy gets a plastic Indian and a cupboard for his birthday and finds himself involved in adventure when the Indian comes to life and befriends him.,11.095914,Paramount Pictures,United States of America,1995,0,96,English,Released,,The Indian in the Cupboard,5.9,134,Frank Oz,Litefoot,Lindsay Crouse,Richard Jenkins,tt0113419
1075,45000000,Crime|Drama|Thriller,http://www.savagesfilm.com/,82525,widow|american abroad|dea agent|shot in the shoulder|gun in mouth,en,Savages,Pot growers Ben and Chon face off against the Mexican drug cartel who kidnapped their shared girlfriend.,31.856589,Ixtlan,United States of America,2012,82966152,131,English,Released,Young Beautiful Deadly.,Savages,6.2,766,Oliver Stone,Taylor Kitsch,Aaron Taylor-Johnson,Benicio del Toro,tt1615065
1076,25000000,Action|Adventure|Crime|Thriller,http://www.cellularthemovie.com/,9759,bank|mobile phone|telephone|weapon|police|duringcreditsstinger,en,Cellular,A young man receives an emergency phone call on his cell phone from an older woman. She claims to have been kidnapped – and the kidnappers have targeted her husband and child next.,24.459948,New Line Cinema,Germany,2004,56422687,94,English,Released,If the signal dies so does she,Cellular,6.1,537,David R. Ellis,Kim Basinger,Jason Statham,Jessica Biel,tt0337921
1077,40000000,Adventure|Action|Comedy,,9486,spy|hero|queen|intelligent|funeral|secret agent|weapon|spoof|explosive|agent|duringcreditsstinger,en,Johnny English,Rowan plays the eponymous lead character in a spoof spy thriller. During the course of the story we follow our hero as he attempts to single-handedly save the country from falling into the hands of a despot.,28.029015,Universal Pictures,France,2003,160583018,88,日本語,Released,"He knows no fear, he knows no danger, he knows nothing.",Johnny English,6,852,Peter Howitt,John Malkovich,Natalie Imbruglia,Tasha de Vasconcelos,tt0274166
1078,50000000,Fantasy|Adventure|Animation|Comedy|Family,http://www.theantbully.com,9906,ant|child hero|children,en,The Ant Bully,"Fed up with being targeted by the neighborhood bully, 10-year-old Lucas Nickle vents his frustrations on the anthill in his front yard ... until the insects shrink him to the size of a bug with a magic elixir. Convicted of ""crimes against the colony,"" Lucas can only regain his freedom by living with the ants and learning their ways.",20.239061,Playtone,United States of America,2006,55181129,88,English,Released,The battle for the lawn is on.,The Ant Bully,5.5,366,John A. Davis,Meryl Streep,Nicolas Cage,Paul Giamatti,tt0429589
1079,40000000,Action|Science Fiction|Adventure,,841,prophecy|witch|monster|telepathy|atomic bomb|space marine|emperor|mutation|insurgent|space travel|society|duke|water|chosen one|dystopia|war|denunciation,en,Dune,"In the year 10,191, the world is at war for control of the desert planet Dune – the only place where the time-travel substance 'Spice' can be found. But when one leader gives up control, it's only so he can stage a coup with some unsavory characters.",25.876582,Dino De Laurentiis Company,United States of America,1984,30925690,137,English,Released,"A world beyond your experience, beyond your imagination.",Dune,6.5,562,David Lynch,Francesca Annis,Leonardo Cimino,Brad Dourif,tt0087182
1080,0,Adventure|Drama|Music|Romance,http://www.acrosstheuniverse.com/,4688,scream|protest|music|music|universe|woman director|1960s,en,Across the Universe,"Musical based on The Beatles songbook and set in the 60s England, America, and Vietnam. The love story of Lucy and Jude is intertwined with the anti-war movement and social protests of the 60s.",11.872841,Revolution Studios,United States of America,2007,0,133,English,Released,All you need is love.,Across the Universe,7.1,410,Julie Taymor,Jim Sturgess,Joe Anderson,Dana Fuchs,tt0445922
1081,35000000,Drama|Romance,,4148,adultery|jealousy|infidelity|career|marriage crisis,en,Revolutionary Road,A young couple living in a Connecticut suburb during the mid-1950s struggle to come to terms with their personal problems while trying to raise their two children. Based on a novel by Richard Yates.,20.360549,DreamWorks SKG,United Kingdom,2008,75225693,119,English,Released,How do you break free without breaking apart?,Revolutionary Road,6.7,796,Sam Mendes,Kate Winslet,Michael Shannon,Kathryn Hahn,tt0959337
1082,55000000,Action|Adventure|Crime|Thriller,,2207,mission of murder,en,16 Blocks,"An aging cop is assigned the ordinary task of escorting a fast-talking witness from police custody to a courthouse, but they find themselves running the gauntlet as other forces try to prevent them from getting there.",32.31022,Donners' Company,United States of America,2006,65664721,105,English,Released,"For a New York cop and his witness, the distance between life and death just got very short.",16 Blocks,6.2,661,Richard Donner,Yasiin Bey,David Morse,Jenna Stern,tt0450232
1083,70000000,Action|Adventure|Science Fiction|Thriller,http://www.babylonadmovie.com/,9381,submarine|baby|secret|future|mercenary|prosecution|protection|dystopia|moral conflict|smuggling|vision|pregnant|cyberpunk,en,Babylon A.D.,"In Babylon A.D Vin Diesel stars as a veteran-turned-mercenary who is hired to deliver a package from the ravages of post-apocalyptic Eastern Europe to a destination in the teeming megalopolis of New York City. The ""package"" is a mysterious young woman with a secret.",27.568194,StudioCanal,France,2008,72108608,101,English,Released,Kill or be Killed.,Babylon A.D.,5.4,676,Mathieu Kassovitz,Michelle Yeoh,Mélanie Thierry,Lambert Wilson,tt0364970
1084,45000000,Action|Adventure|Crime|Drama|Thriller,,9625,secret agent|past|cop|series of murders,en,The Glimmer Man,"A former government operative renowned for his stealth, Jack Cole is now a Los Angeles police detective. When a series of horrible murders occurs in the metro area, Cole is assigned to the case, along with tough-talking fellow cop Jim Campbell. Although the two men clash, they gradually become effective partners as they uncover a conspiracy linked to the killings, which also involves terrorism and organized crime.",6.250282,Warner Bros.,United States of America,1996,0,92,English,Released,Two good cops. One bad situation.,The Glimmer Man,4.7,100,John Gray,Keenen Ivory Wayans,Bob Gunton,Brian Cox,tt0116421
1085,45000000,Comedy|Fantasy|Science Fiction,,9304,clone|mistake in person|clone,en,Multiplicity,"Construction worker Doug Kinney finds that the pressures of his working life, combined with his duties to his wife Laura and daughter Jennifer leaves him with little time for himself. However, he is approached by geneticist Dr. Owen Leeds, who offers Doug a rather unusual solution to his problems: cloning.",11.120344,Columbia Pictures Corporation,United States of America,1996,0,117,English,Released,"Sometimes to get more out of life, you have to make more of yourself.",Multiplicity,5.5,154,Harold Ramis,Andie MacDowell,Harris Yulin,Eugene Levy,tt0117108
1086,45000000,Adventure|Comedy|Family|Fantasy|Science Fiction,http://www.aliensintheatticmovie.com/,20856,alien|comedy|duringcreditsstinger|live action and animation,en,Aliens in the Attic,"It's summer vacation, but the Pearson family kids are stuck at a boring lake house with their nerdy parents. That is until feisty, little, green aliens crash-land on the roof, with plans to conquer the house AND Earth! Using only their wits, courage and video game-playing skills, the youngsters must band together to defeat the aliens and save the world - but the toughest part might be keeping the whole thing a secret from their parents! Featuring an all-star cast including Ashley Tisdale, Andy Richter, Kevin Nealon, Tim Meadows and Doris Roberts, Aliens In The Attic is the most fun you can have on this planet!",13.707183,Twentieth Century Fox Film Corporation,Canada,2009,57881056,86,English,Released,The aliens vs. the Pearsons,Aliens in the Attic,5.3,244,John Schultz,Austin Butler,Kevin Nealon,Robert Hoffman,tt0775552
